DATAFLOW,LAST UPDATE,freq,unit,lcstruct,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,PT,2008,12.2,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,PT,2012,13.3,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,PT,2016,13.6,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,PT,2020,15.1,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,PT,2021,15.4,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,PT,2022,16.1,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RO,2008,4.2,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RO,2012,4.1,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RO,2016,5.3,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RO,2020,8.2,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RO,2021,8.5,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RO,2022,9.5,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RS,2012,5.1,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RS,2016,4.9,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RS,2020,6.8,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RS,2021,7.6,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,RS,2022,8.8,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SE,2008,31.6,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SE,2012,37.3,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SE,2016,37.7,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SE,2020,38,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SE,2021,40.8,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SE,2022,40.1,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SI,2008,13.9,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SI,2012,15.6,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SI,2016,16.8,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SI,2020,20.7,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SI,2021,22,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SI,2022,23.1,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SK,2008,7.0,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SK,2012,8.9,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SK,2016,10.2,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SK,2020,13.7,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SK,2021,14.5,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,SK,2022,15.6,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,TR,2012,6.3,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,TR,2016,6.6,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,TR,2020,4.2,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,UK,2008,23.7,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,UK,2012,25.0,
ESTAT:LC_LCI_LEV$DEFAULTVIEW(1.0),30/03/23 11:00:00,A,EUR,D1_D4_MD5,B-S_X_O,UK,2016,27.9,
